Ванда;Шарова;РГГУ;ИЭУиП;КОР;6;18;1;Москва;w;
Владислава;Яковлева;РГГУ;ИЭУиП;КОР;6;18;1;Москва;w;
Ксения;Сотникова;РГГУ;ИЭУиП;КОР;6;20;1;Москва;w;
Жанна;Маслова;РГГУ;ИЭУиП;КОР;6;18;1;Москва;m;
Саки;Лукина;РГГУ;ИЭУиП;КОР;6;25;2;Москва;w;
Глория;Трошина;РГГУ;ИЭУиП;КОР;6;19;2;Москва;w;
Шолпан;Лапшина;РГГУ;ИЭУиП;КОР;6;20;2;Москва;w;
Ефросинья;Золотова;РГГУ;ИЭУиП;КОР;6;18;2;Москва;w;
Тереза;Макарова;РГГУ;ИЭУиП;КОР;6;18;2;Москва;w;
Клара;Носкова;РГГУ;ИЭУиП;КОР;6;20;2;Москва;m;
Джессика;Третьякова;РГГУ;ИЭУиП;КОР;6;19;2;Москва;w;
Ольга;Минина;РГГУ;ИЭУиП;КОР;6;19;2;Москва;m;
Ия;Васильева;РГГУ;ИЭУиП;КОР;6;20;3;Москва;m;
Элла;Панова;РГГУ;ИЭУиП;КОР;6;19;3;Москва;w;
Саки;Овсянникова;РГГУ;ИЭУиП;КОР;6;18;3;Москва;m;
Регина;Мухина;РГГУ;ИЭУиП;КОР;6;19;3;Москва;w;
Марина;Муравьева;РГГУ;ИЭУиП;КОР;6;19;3;Москва;w;
Изольда;Колосова;РГГУ;ИЭУиП;КОР;6;18;3;Москва;m;
Ия;Корнилова;РГГУ;ИЭУиП;КОР;6;19;3;Москва;w;
Татьяна;Орлова;РГГУ;ИЭУиП;КОР;6;18;3;Москва;m;
Владлен;Столярова;РГГУ;ИЭУиП;КУ;1;27;1;Москва;m;
Таисия;Бессонова;РГГУ;ИЭУиП;КУ;1;26;1;Москва;w;
Елизавета;Никонова;РГГУ;ИЭУиП;КУ;1;19;1;Москва;m;
Алина;Чижова;РГГУ;ИЭУиП;КУ;1;20;1;Москва;w;
Инесса;Архипова;РГГУ;ИЭУиП;КУ;1;22;1;Москва;m;
Даяна;Чистякова;РГГУ;ИЭУиП;КУ;1;19;1;Москва;w;
Ольга;Козлова;РГГУ;ИЭУиП;КУ;1;20;1;Москва;w;
Агата;Кулешова;РГГУ;ИЭУиП;КУ;1;26;1;Москва;m;
Наталья;Кольцова;РГГУ;ИЭУиП;КУ;1;18;2;Москва;w;
Юлиана;Барсукова;РГГУ;ИЭУиП;КУ;1;18;2;Москва;w;
Агнесса;Русакова;РГГУ;ИЭУиП;КУ;1;18;2;Москва;m;
Яна;Булгакова;РГГУ;ИЭУиП;КУ;1;25;2;Москва;w;
Калерия;Пахомова;РГГУ;ИЭУиП;КУ;1;20;2;Москва;m;
Динара;Семенова;РГГУ;ИЭУиП;КУ;1;20;2;Москва;w;
Марта;Попова;РГГУ;ИЭУиП;КУ;1;20;2;Москва;w;
Полина;Кулешова;РГГУ;ИЭУиП;КУ;1;20;2;Москва;w;
Екатерина;Снегирева;РГГУ;ИЭУиП;КУ;1;18;3;Москва;w;
Алиса;Алешина;РГГУ;ИЭУиП;КУ;1;19;3;Москва;w;
Изабелла;Кондрашова;РГГУ;ИЭУиП;КУ;1;18;3;Москва;m;
Валерия;Ульянова;РГГУ;ИЭУиП;КУ;1;21;3;Москва;m;
Эльза;Ушакова;РГГУ;ИЭУиП;КУ;1;18;3;Москва;m;
Агата;Зубкова;РГГУ;ИЭУиП;КУ;1;20;3;Москва;m;
Лика;Звягинцева;РГГУ;ИЭУиП;КУ;1;22;3;Москва;m;
Кира;Карасева;РГГУ;ИЭУиП;КУ;1;18;3;Москва;m;
Павла;Ширяева;РГГУ;ИЭУиП;КУ;2;18;1;Москва;w;
Хлоя;Самойлова;РГГУ;ИЭУиП;КУ;2;18;1;Москва;m;
Глория;Федосеева;РГГУ;ИЭУиП;КУ;2;18;1;Москва;w;
Агнесса;Боброва;РГГУ;ИЭУиП;КУ;2;18;1;Москва;w;
Майя;Грибова;РГГУ;ИЭУиП;КУ;2;18;1;Москва;w;
Илга;Олейникова;РГГУ;ИЭУиП;КУ;2;20;1;Москва;w;
Россияна;Потапова;РГГУ;ИЭУиП;КУ;2;20;1;Москва;w;
Анфиса;Майорова;РГГУ;ИЭУиП;КУ;2;18;1;Москва;w;
Надежда;Глебова;РГГУ;ИЭУиП;КУ;2;20;2;Москва;w;
Эмма;Петухова;РГГУ;ИЭУиП;КУ;2;20;2;Москва;w;
Анастасия;Черкасова;РГГУ;ИЭУиП;КУ;2;20;2;Москва;m;
Полина;Бондарева;РГГУ;ИЭУиП;КУ;2;20;2;Москва;m;
Анна;Савицкийа;РГГУ;ИЭУиП;КУ;2;20;2;Москва;w;
Алиса;Черныйа;РГГУ;ИЭУиП;КУ;2;20;2;Москва;w;
Рада;Ситникова;РГГУ;ИЭУиП;КУ;2;38;2;Москва;w;
Снежана;Карасева;РГГУ;ИЭУиП;КУ;2;20;2;Москва;m;
Агата;Ракова;РГГУ;ИЭУиП;КУ;2;18;3;Москва;w;
Елизавета;Королькова;РГГУ;ИЭУиП;КУ;2;18;3;Москва;w;
Маргарита;Митрофанова;РГГУ;ИЭУиП;КУ;2;35;3;Москва;w;
Роза;Черныха;РГГУ;ИЭУиП;КУ;2;19;3;Москва;m;
Александра;Колесова;РГГУ;ИЭУиП;КУ;2;36;3;Москва;w;
Евдокия;Колесова;РГГУ;ИЭУиП;КУ;2;18;3;Москва;m;
Дарина;Кириллова;РГГУ;ИЭУиП;КУ;2;19;3;Москва;m;
Белла;Леонова;РГГУ;ИЭУиП;КУ;2;19;3;Москва;w;
Алла;Казакова;РГГУ;ИЭУиП;КУ;3;19;1;Москва;m;
Калерия;Жарова;РГГУ;ИЭУиП;КУ;3;20;1;Москва;m;
Валентина;Пименова;РГГУ;ИЭУиП;КУ;3;19;1;Москва;w;
Ираида;Осипова;РГГУ;ИЭУиП;КУ;3;23;1;Москва;w;
Россияна;Пастухова;РГГУ;ИЭУиП;КУ;3;18;1;Москва;m;
Дина;Агапова;РГГУ;ИЭУиП;КУ;3;18;1;Москва;w;
Магдалина;Щукина;РГГУ;ИЭУиП;КУ;3;19;1;Москва;m;
Шарлотта;Поликарпова;РГГУ;ИЭУиП;КУ;3;18;1;Москва;w;
Ксения;Круглова;РГГУ;ИЭУиП;КУ;3;20;2;Москва;w;
Ника;Любимова;РГГУ;ИЭУиП;КУ;3;22;2;Москва;m;
Аделаида;Короткова;РГГУ;ИЭУиП;КУ;3;37;2;Москва;w;
Евгения;Ларина;РГГУ;ИЭУиП;КУ;3;19;2;Москва;w;
Леся;Дементьева;РГГУ;ИЭУиП;КУ;3;18;2;Москва;w;
Марина;Уткина;РГГУ;ИЭУиП;КУ;3;18;2;Москва;m;
Камилла;Олейникова;РГГУ;ИЭУиП;КУ;3;19;2;Москва;w;
Галина;Кудряшова;РГГУ;ИЭУиП;КУ;3;33;2;Москва;w;
Таисия;Федосова;РГГУ;ИЭУиП;КУ;3;18;3;Москва;m;
Ванда;Булатова;РГГУ;ИЭУиП;КУ;3;19;3;Москва;m;
Лолита;Севастьянова;РГГУ;ИЭУиП;КУ;3;22;3;Москва;m;
Белла;Ситникова;РГГУ;ИЭУиП;КУ;3;19;3;Москва;m;
Амалия;Платонова;РГГУ;ИЭУиП;КУ;3;19;3;Москва;w;
Гертруда;Щеглова;РГГУ;ИЭУиП;КУ;3;19;3;Москва;m;
Шейла;Куприянова;РГГУ;ИЭУиП;КУ;3;20;3;Москва;m;
Леся;Демьянова;РГГУ;ИЭУиП;КУ;3;18;3;Москва;w;
Тамила;Логинова;РГГУ;ИЭУиП;КУ;4;18;1;Москва;w;
Рита;Старикова;РГГУ;ИЭУиП;КУ;4;19;1;Москва;m;
Ксения;Горбунова;РГГУ;ИЭУиП;КУ;4;19;1;Москва;w;
Лада;Кондратьева;РГГУ;ИЭУиП;КУ;4;33;1;Москва;w;
Иветта;Львова;РГГУ;ИЭУиП;КУ;4;19;1;Москва;m;
Янина;Семенова;РГГУ;ИЭУиП;КУ;4;20;1;Москва;m;
Даяна;Горбунова;РГГУ;ИЭУиП;КУ;4;39;1;Москва;w;
Серафима;Кононова;РГГУ;ИЭУиП;КУ;4;20;1;Москва;w;
Кира;Майорова;РГГУ;ИЭУиП;КУ;4;18;2;Москва;m;
Нинель;Иванова;РГГУ;ИЭУиП;КУ;4;19;2;Москва;w;
Генриетта;Новикова;РГГУ;ИЭУиП;КУ;4;35;2;Москва;m;
Жанна;Уткина;РГГУ;ИЭУиП;КУ;4;19;2;Москва;w;
Радмила;Панкова;РГГУ;ИЭУиП;КУ;4;23;2;Москва;m;
Владлен;Самойлова;РГГУ;ИЭУиП;КУ;4;18;2;Москва;m;
Такеши;Руднева;РГГУ;ИЭУиП;КУ;4;20;2;Москва;m;
Алсу;Маркелова;РГГУ;ИЭУиП;КУ;4;20;2;Москва;w;
Янина;Вешнякова;РГГУ;ИЭУиП;КУ;4;20;3;Москва;w;
Даниэла;Черкасова;РГГУ;ИЭУиП;КУ;4;20;3;Москва;w;
Гелла;Устинова;РГГУ;ИЭУиП;КУ;4;20;3;Москва;m;
Светлана;Токарева;РГГУ;ИЭУиП;КУ;4;19;3;Москва;w;
Глория;Фирсова;РГГУ;ИЭУиП;КУ;4;35;3;Москва;w;
Камилла;Ермолова;РГГУ;ИЭУиП;КУ;4;19;3;Москва;w;
Клавдия;Сидорова;РГГУ;ИЭУиП;КУ;4;18;3;Москва;m;
Такеши;Корнева;РГГУ;ИЭУиП;КУ;4;20;3;Москва;m;
Софья;Рыбакова;РГГУ;ИЭУиП;КУ;5;18;1;Москва;m;
Каролина;Рубцова;РГГУ;ИЭУиП;КУ;5;19;1;Москва;w;
Мелисса;Панкратова;РГГУ;ИЭУиП;КУ;5;20;1;Москва;w;
Мария;Москвина;РГГУ;ИЭУиП;КУ;5;34;1;Москва;w;
Ева;Игнатьева;РГГУ;ИЭУиП;КУ;5;20;1;Москва;m;
Анфиса;Жукова;РГГУ;ИЭУиП;КУ;5;20;1;Москва;w;
Тамила;Кожевникова;РГГУ;ИЭУиП;КУ;5;20;1;Москва;w;
Эмили;Горохова;РГГУ;ИЭУиП;КУ;5;19;1;Москва;w;
Паула;Мешкова;РГГУ;ИЭУиП;КУ;5;19;2;Москва;m;
Эмма;Жукова;РГГУ;ИЭУиП;КУ;5;20;2;Москва;w;
Фаина;Звягинцева;РГГУ;ИЭУиП;КУ;5;18;2;Москва;w;
Клавдия;Жилина;РГГУ;ИЭУиП;КУ;5;20;2;Москва;w;
Екатерина;Севастьянова;РГГУ;ИЭУиП;КУ;5;19;2;Москва;w;
Анфиса;Рябинина;РГГУ;ИЭУиП;КУ;5;18;2;Москва;w;
Савва;Короткова;РГГУ;ИЭУиП;КУ;5;18;2;Москва;w;
Марта;Судакова;РГГУ;ИЭУиП;КУ;5;19;2;Москва;w;
Аделаида;Родина;РГГУ;ИЭУиП;КУ;5;19;3;Москва;w;
Татьяна;Афанасьева;РГГУ;ИЭУиП;КУ;5;19;3;Москва;w;
Алла;Тимофеева;РГГУ;ИЭУиП;КУ;5;18;3;Москва;m;
Агата;Свиридова;РГГУ;ИЭУиП;КУ;5;20;3;Москва;w;
Юлия;Волошина;РГГУ;ИЭУиП;КУ;5;20;3;Москва;w;
Лина;Владимирова;РГГУ;ИЭУиП;КУ;5;20;3;Москва;m;
Кристина;Троицкийа;РГГУ;ИЭУиП;КУ;5;19;3;Москва;m;
Тамила;Русакова;РГГУ;ИЭУиП;КУ;5;20;3;Москва;w;
Юма;Колосова;РГГУ;ИЭУиП;КУ;6;18;1;Москва;m;
Наоми;Синицына;РГГУ;ИЭУиП;КУ;6;20;1;Москва;w;
Агата;Уварова;РГГУ;ИЭУиП;КУ;6;19;1;Москва;w;
Белла;Карпова;РГГУ;ИЭУиП;КУ;6;18;1;Москва;m;
Калерия;Агапова;РГГУ;ИЭУиП;КУ;6;20;1;Москва;m;
Генриетта;Власова;РГГУ;ИЭУиП;КУ;6;20;1;Москва;m;
Изольда;Алексеева;РГГУ;ИЭУиП;КУ;6;18;1;Москва;w;
Каролина;Федотова;РГГУ;ИЭУиП;КУ;6;20;1;Москва;w;
Фаина;Глушкова;РГГУ;ИЭУиП;КУ;6;20;2;Москва;m;
Лилия;Крючкова;РГГУ;ИЭУиП;КУ;6;20;2;Москва;m;
Радмила;Ульянова;РГГУ;ИЭУиП;КУ;6;18;2;Москва;w;
Алевтина;Михайлова;РГГУ;ИЭУиП;КУ;6;34;2;Москва;w;
Лада;Аксенова;РГГУ;ИЭУиП;КУ;6;19;2;Москва;m;
Юма;Козина;РГГУ;ИЭУиП;КУ;6;23;2;Москва;m;
Юма;Кузнецова;РГГУ;ИЭУиП;КУ;6;18;2;Москва;w;
Кристина;Мещерякова;РГГУ;ИЭУиП;КУ;6;18;2;Москва;w;
Наоми;Никольскийа;РГГУ;ИЭУиП;КУ;6;20;3;Москва;w;
Эльза;Суханова;РГГУ;ИЭУиП;КУ;6;18;3;Москва;m;
Камилла;Архипова;РГГУ;ИЭУиП;КУ;6;18;3;Москва;w;
Милана;Балашова;РГГУ;ИЭУиП;КУ;6;22;3;Москва;w;
Наталья;Хомякова;РГГУ;ИЭУиП;КУ;6;20;3;Москва;m;
Рада;Тарасова;РГГУ;ИЭУиП;КУ;6;20;3;Москва;w;
Ксения;Сафонова;РГГУ;ИЭУиП;КУ;6;34;3;Москва;m;
Юлиана;Колпакова;РГГУ;ИЭУиП;КУ;6;34;3;Москва;w;
Илона;Черепанова;РГГУ;ИЭУиП;КМиР;1;38;1;Москва;m;
Роза;Золотова;РГГУ;ИЭУиП;КМиР;1;20;1;Москва;m;
Анна;Винокурова;РГГУ;ИЭУиП;КМиР;1;18;1;Москва;w;
Шелли;Новикова;РГГУ;ИЭУиП;КМиР;1;19;1;Москва;w;
Тамила;Демидова;РГГУ;ИЭУиП;КМиР;1;19;1;Москва;w;
Анфиса;Короткова;РГГУ;ИЭУиП;КМиР;1;20;1;Москва;m;
Сарра;Агафонова;РГГУ;ИЭУиП;КМиР;1;18;1;Москва;w;
Снежана;Хромова;РГГУ;ИЭУиП;КМиР;1;18;1;Москва;w;
Анна;Колпакова;РГГУ;ИЭУиП;КМиР;1;19;2;Москва;w;
Ульяна;Кондрашова;РГГУ;ИЭУиП;КМиР;1;18;2;Москва;m;
Эмма;Сидорова;РГГУ;ИЭУиП;КМиР;1;20;2;Москва;w;
Амелия;Бессонова;РГГУ;ИЭУиП;КМиР;1;18;2;Москва;m;
Изольда;Малахова;РГГУ;ИЭУиП;КМиР;1;18;2;Москва;m;
Мирра;Некрасова;РГГУ;ИЭУиП;КМиР;1;20;2;Москва;m;
Алевтина;Баженова;РГГУ;ИЭУиП;КМиР;1;18;2;Москва;m;
Алевтина;Бурова;РГГУ;ИЭУиП;КМиР;1;20;2;Москва;m;
Каролина;Алехина;РГГУ;ИЭУиП;КМиР;1;19;3;Москва;m;
Нора;Демина;РГГУ;ИЭУиП;КМиР;1;18;3;Москва;m;
Александра;Петухова;РГГУ;ИЭУиП;КМиР;1;19;3;Москва;w;
Владлен;Терентьева;РГГУ;ИЭУиП;КМиР;1;20;3;Москва;m;
Лина;Демина;РГГУ;ИЭУиП;КМиР;1;20;3;Москва;m;
Лилиана;Колесова;РГГУ;ИЭУиП;КМиР;1;36;3;Москва;w;
Иветта;Гришина;РГГУ;ИЭУиП;КМиР;1;18;3;Москва;m;
Марина;Панкратова;РГГУ;ИЭУиП;КМиР;1;19;3;Москва;w;
Дарья;Горохова;РГГУ;ИЭУиП;КМиР;2;20;1;Москва;w;
Нонна;Александрова;РГГУ;ИЭУиП;КМиР;2;26;1;Москва;m;
Нина;Игнатова;РГГУ;ИЭУиП;КМиР;2;20;1;Москва;m;
Арина;Левина;РГГУ;ИЭУиП;КМиР;2;19;1;Москва;w;
Алсу;Терентьева;РГГУ;ИЭУиП;КМиР;2;19;1;Москва;w;
Стелла;Пименова;РГГУ;ИЭУиП;КМиР;2;19;1;Москва;m;
Регина;Суханова;РГГУ;ИЭУиП;КМиР;2;20;1;Москва;w;
Радмила;Симонова;РГГУ;ИЭУиП;КМиР;2;18;1;Москва;m;
Камилла;Долгова;РГГУ;ИЭУиП;КМиР;2;18;2;Москва;m;
Алена;Дьяконова;РГГУ;ИЭУиП;КМиР;2;39;2;Москва;w;
Дана;Пугачева;РГГУ;ИЭУиП;КМиР;2;19;2;Москва;m;
Шарлотта;Яковлева;РГГУ;ИЭУиП;КМиР;2;20;2;Москва;m;
Агнесса;Иванова;РГГУ;ИЭУиП;КМиР;2;20;2;Москва;m;
Алла;Золотова;РГГУ;ИЭУиП;КМиР;2;18;2;Москва;m;
Тина;Нефедова;РГГУ;ИЭУиП;КМиР;2;20;2;Москва;m;
Екатерина;Вишневскийа;РГГУ;ИЭУиП;КМиР;2;18;2;Москва;m;
Генриетта;Горюнова;РГГУ;ИЭУиП;КМиР;2;19;3;Москва;m;
Чарли;Чернышева;РГГУ;ИЭУиП;КМиР;2;20;3;Москва;w;
Нонна;Черныха;РГГУ;ИЭУиП;КМиР;2;30;3;Москва;m;
Камилла;Шестакова;РГГУ;ИЭУиП;КМиР;2;18;3;Москва;m;
Клавдия;Касаткина;РГГУ;ИЭУиП;КМиР;2;26;3;Москва;w;
Сильвия;Муравьева;РГГУ;ИЭУиП;КМиР;2;18;3;Москва;w;
Божена;Филимонова;РГГУ;ИЭУиП;КМиР;2;18;3;Москва;m;
Евдокия;Волошина;РГГУ;ИЭУиП;КМиР;2;20;3;Москва;w;
Хлоя;Шаповалова;РГГУ;ИЭУиП;КМиР;3;25;1;Москва;w;
